category	name	address	google_place_id
attractions	Ridgewood Estates	3461 Stephanie Ln	ChIJ6WsFqrQ8w4gRyGj69jd_Vy4
attractions	Ritz-Carlton Members Golf Club	15150 70th Ter E	ChIJawGoo-c5w4gRnAcykDdzjfw
attractions	Riviera Dunes Marina	102 Riviera Dunes Way	ChIJl7bsJGE9w4gROHoQ8-OZGaU
attractions	Roberts Bay Marina	1103 Tarpon Center Dr	ChIJS14Lh5xbw4gR_v6gQXj951s
attractions	Royal Coachman Resort Pool	(no address in FSQ)	ChIJa9ThIiNbw4gRyE1s5YxaGPw
attractions	Safe Harbor Pier 77	12312 Manatee Avenue W	ChIJRZoddZARw4gRdRyp78_nAHg
attractions	Sara Bay Marina	(no address in FSQ)	ChIJXVOkmZEVw4gRW0IQAuiv_yo
attractions	Sarasota Art Museum	1001 S Tamiami Trl	ChIJx1DBNl1Aw4gR6Zi9XjSh7r4
attractions	Sarasota Jungle Gardens	3701 Bay Shore Rd	ChIJ_37IauQ_w4gRz03lc0QInIE
attractions	Sarasota Opera House	61 N Pineapple Ave	ChIJ6_YRRRJAw4gRE5XF42pZOxo
attractions	Sarasota Sailing Squadron	1717 Ken Thompson Pkwy	ChIJ_Qs8ILtqw4gR0HMP1EcG1B8
attractions	Sarasota Ski-A-Rees	1602 Ken Thompson Parkway	ChIJWaZHn75qw4gR-H0nesdVwDA
attractions	Sarasota Yacht Club	1100 John Ringling Blvd	ChIJ04mh55tqw4gRdpzbWnOGyJk
attractions	Shamrock Park Nature Center	3900 Shamrock Dr	ChIJz7YUx3lZw4gRJeIPONRtRbg
attractions	Sky Zone Trampoline Park	6180 Edgelake Dr	ChIJActdBh1Hw4gRVNFiwULcrwM
attractions	Smugglers Cove Adventure Golf	2000 Cortez Rd W	ChIJVeAVXRMWw4gRxZI3_6BnaR0
attractions	Summerfield Community Park	(no address in FSQ)	ChIJJYxpN4M5w4gRjItRU8PSVTU
attractions	The Bay Park	(no address in FSQ)	ChIJLZ2vzRxBw4gRMOtW0ArhBhw
attractions	The Bishop Museum of Science and Nature	201 10th St W	ChIJr7ec9tEXw4gRwicCx3wfH2w
attractions	The Field Club	(no address in FSQ)	ChIJfUQhu7hBw4gRaYzVLf4ssEo
attractions	The Fish Hole	115 Bridge St	ChIJUef37wA5w4gRxP4BpgrjrW0
attractions	The Legacy Trail - McIntosh Parking Lot	McIntosh Rd	ChIJRzUAPopDw4gR8YbL_V5iSWo
attractions	The Pink Gator Cafe	Myakka Myakka State Park Rd	ChIJj8RObptLw4gRsZS5R4OBd2k
attractions	Tom Bennett Park	400 Cypress Creek Blvd	ChIJ94UF6Jo8w4gRVpCB9EpriwA
attractions	TreeUmph! Adventure Course	21805 State Road 70 E	ChIJx-UjxpU2w4gRdU-iwVM6HW4
attractions	Twin Dolphin Marina	1000 1st Ave West	ChIJVf156NEXw4gReHNCLW9VBF4
attractions	Van Wezel Performing Arts Hall	777 N Tamiami Trl	ChIJew4bcA9Aw4gR3bU-SA7qAgU
attractions	Venetian River Club	502 Veneto Blvd	ChIJx-9K4hhQw4gRGlGNe2-FJPY
attractions	Venice Fishing Pier	Harbor Dr S	ChIJnXtixd5bw4gRrKDqLZC8Dlk
attractions	Venice Performing Arts Center	1 Indian Ave	ChIJ19i72bBbw4gRbAZaOOPhzKE
attractions	Venice Yacht Club	1330 Tarpon Center Dr	ChIJQ75a-Jxbw4gR3lHtoM-JIsc
attractions	Walmart Garden Center	13140 South Tamiami Trail	ChIJ86vBfWVDw4gR32VlLTO-rfE
attractions	Warm Mineral Springs	12200 San Servando Ave	ChIJPXlTqYFTw4gRveHTZWG55DY
attractions	Winter Quarters Manatee RV Resort	800 Kay Rd NE	ChIJuedG6Jk8w4gRrx3Rc-3ufQ0
attractions	Winterset RV Resort	8515 US Highway 41 N	ChIJnc3y910iw4gRMpl1WF7KT3s
attractions	ellenton gardens	(no address in FSQ)	ChIJY9wgTUwjw4gRN99NsZ4jw7Q
beaches	Beer Can Island	(no address in FSQ)	ChIJRVIh8swTw4gRd4IN3N4R8vw
beaches	Brohard Paw Park/Beach	1600 Harbor Dr S	ChIJg-xDYNxbw4gRqhiY424rrNI
beaches	Caspersen Beach Park	4100 Harbor Dr.	ChIJ1-Da3XpZw4gRyPAkVf4SSAo
beaches	Coquina Beach	2650 Gulf Dr S	ChIJzzGPjSkRw4gRfecn6X09ufk
beaches	Coquina Beach	2650 Gulf Dr S	ChIJPbX5AxsTw4gROkfgzEmV-5M
beaches	Holmes Beach	4000 Gulf Dr	ChIJaWeoBbURw4gRDYfwKuwOVW0
beaches	Lido Beach	400 Benjamin Franklin Dr	ChIJaW-sUB9rw4gRrQvxVM94nOY
beaches	Manatee Beach	Gulf Drive	ChIJh6_HnNcRw4gR2SpbLik_gEk
beaches	Nokomis Public Beach	100 Casey Key Rd.	ChIJ93GmrXxbw4gRwpdoUmSQPO8
beaches	Palma Sola Causeway	Manatee Ave W	ChIJBbWy1CkRw4gR2nakL2nnFjU
beaches	Point of Rocks	7132 Point of Rocks Cir	ChIJD3tKOCNCw4gR_-Jbam9Vc24
beaches	Service Club Park	1190 Harbor Dr.	ChIJqXOk48Jbw4gRr3On4Tgi36U
beaches	Siesta Beach	948 Beach Rd	ChIJjfu2YPBBw4gRo41o9hwHfmg
beaches	Turtle Beach	8862 Midnight Pass Rd	ChIJ9RsHDcVDw4gRg3ftHUNMwco
beaches	Turtle Beach	8862 Midnight Pass Rd	ChIJp6kyPa1Dw4gR5BhsSYE8pdo
beaches	Turtle Beach	8862 Midnight Pass Rd	ChIJmy-zP61Dw4gR3lJSoG7CBZE
beaches	Venice Beach	101 The Esplanade	ChIJpY1xybu6woARL9_iGplujMI
food	ABC Fine Wine & Spirits	5810 Manatee Ave W	ChIJO_SEvB0Xw4gR-jLEdAo6AMQ
food	ABC Fine Wine & Spirits	1741 S. Tamiami Trail	ChIJt4ErbC9aw4gRCrN8mv_CAHw
food	ABC Fine Wine & Spirits	4250 Aidan Ln	ChIJjz5a-kur3IgRdGyv6pkXHrM
food	ABC Fine Wine & Spirits Lakewood Ranch	11720 SR-64 E	ChIJl0-NCxU7w4gRHhGBEDumh5A
food	Agave Bandido	1550 Lakefront Dr	ChIJ7QsLgxQ5w4gRSLtMON-sOaI
food	Anna Maria Island Beach Cafe	4000 Gulf Dr	ChIJqdXkLDEQw4gRY9A4zDFkRMA
food	Anna Maria Oyster Bar	6696 Cortez Rd W	ChIJ9050DL0Ww4gRquWht0P2vsQ
food	Anna Maria Oyster Bar	1525 51st Ave E	ChIJN3Cny9Y8w4gRolf8PlS1tuU
food	Anna Maria Oyster Bar	6906 14th St W	ChIJV0e-x5MVw4gRM1jn5H1xnYE
food	Applebee's Grill + Bar	17500 Tamiami Trl	ChIJr8q8LbJUw4gRG3yFkVvIbtU
food	Applebee's Grill + Bar	4329 S Tamiami Trl	ChIJ7x6ZVv1Zw4gRP8mtx1cSm84
food	Beef 'O' Brady's	1795 Lakewood Ranch Blvd	ChIJu8Q3S1U6w4gRMXBtKTlZb34
food	Beef 'O' Brady's	1037 N Sumter Blvd	ChIJaUPRO7Ss3IgRpqzxWB6-ucc
food	Blue Tequila	14525 Tamiami Trl	ChIJNfsoZqNUw4gR6HlD3GAKB60
food	Boca	19 S Lemon Ave	ChIJX1LI1hJAw4gRRdjWKorqnr8
food	Bonefish Grill	1681 US Highway 41 Byp S	ChIJL23VRjJaw4gRiN6lvahWoUc
food	BrewBurgers	370 Commercial Ct	ChIJnft8hIBQw4gRJIBTOREb15o
food	BrewBurgers Back Porch	545 Tamiami Trl S	ChIJHQjXublbw4gRXaDKhitUiaw
food	Bridge Tender Inn	135 Bridge St	ChIJV1EQn5wRw4gRL9F20zVGaG4
food	British Open Pub	367 Jacaranda Blvd	ChIJXV0kvYxZw4gR5PXbW--NjN0
food	Buffet City	4444-4540 Bee Ridge Rd	ChIJe-oVS11Bw4gR-m7CFVpDfvE
food	CMX CinéBistro Siesta Key	3501 S Tamiami Trl Ste 1100	ChIJ3-wcgLJBw4gR9UGr_yLsHJY
food	Captain Brian's	8421 N Tamiami Trl	ChIJd9vLWtY_w4gRW4pv1wRMvc4
food	Captain Curt's Crab & Oyster Bar	1200 Old Stickney Point Rd	ChIJg2jnUiFCw4gRiYPUEhJoxhg
food	Captain Eddie's	107 Colonia Ln E	ChIJSd0K6Qtbw4gR3HGprcbDdZY
food	Carrabba's Italian Grill	2106 Cortez Rd W	ChIJuwzbTRMWw4gRth3UhyASdZI
food	Carrabba's Italian Grill	1751 S Tamiami Trl	ChIJf_CxTy9aw4gRHQpGcipmT48
food	Casa-Di-Pizza	4658 E SR-64	ChIJJ3vEovE8w4gR3c2-XGPuF_4
food	Casey Key Fish House	801 Blackburn Point Rd	ChIJvyVmwUBDw4gRGvlxymudmOk
food	Chaz 51 Steak House	549 US Highway 41 Byp N Bird Bay Plaza	ChIJQUARfbBaw4gREvcxVouAQeE
food	Chick-fil-A	5489 University Pkwy	ChIJ2akAz1A5w4gRL7-N7KpY-kk
food	Chick-fil-A	8420 S Tamiami Trl	ChIJJRT-6_VDw4gR-je3X2SVdB4
food	Chick-fil-A	5330 Clark Rd	ChIJJx-MarpGw4gRQ8zoJ8Acx-c
food	Chick-fil-A	5384 Fruitville Rd	ChIJi_fhB1tHw4gRwXcicGfx-gk
food	Chick-fil-A	5206 73rd Ln E	ChIJ9_9Vi_w7w4gRSIVM35yDC6M
food	Chick-fil-A	4311 Manatee Ave W	ChIJ_1KKw-oXw4gRGao51ByvSIc
food	Chili's Grill & Bar	3715 1st St E	ChIJObBe1x8Ww4gRZocRz7u1X2g
food	Chili's Grill & Bar	4289 S Tamiami Trl	ChIJrSfhLf1Zw4gRttvjlSLk1SY
food	Chili's Grill & Bar	5851 Bee Ridge Rd	ChIJwUhU4R9Hw4gRRFEzigOFTZo
food	Chili's Grill & Bar	6010 US Highway 301 N	ChIJXxR-gMw8w4gROq-R4flfSzg
food	China Palace	1581 S Sumter Blvd	ChIJRRefYbGs3IgRKYPaUc1goT0
food	Chipotle Mexican Grill	6020 US Highway 301 N	ChIJzUp9sDUlw4gRI8EqF_nPLI4
food	Chipotle Mexican Grill	17019 Tamiami Trl	ChIJwUX4KLNUw4gRJybcbYLx5Wg
food	Columbia Restaurant	411 Saint Armands Cir	ChIJaTQEjpFqw4gRnHJU2Klfw0o
food	Connors	3501 S Tamiami Trl	ChIJb7aEobJBw4gRpSE1cA2kF48
food	Cooper's Hawk Winery & Restaurant	3130 Fruitville Commons Blvd	ChIJg3dcWgZHw4gRXN7pMNzP_pA
food	Coquina Beach Cafe	2650 Gulf Dr S	ChIJ4azy4NsTw4gRggI1e2ak_Rs
food	Coquina Beach Cafe	2650 Gulf Dr S	ChIJ_SArr7sRw4gRHxAqkNcKTX4
food	Cracker Barrel	445 Commercial Ct	ChIJYyfzl39Qw4gRRSr5_0Mz9qU
food	Cracker Barrel	636 67th Street Cir E	ChIJs8X39n07w4gR0NEp6j5PNdc
food	Dakin Dairy Farm	Myakka City, FL 34251	ChIJB_GKfW81w4gRsCQHi5hjasA
food	Deep Lagoon Seafood and Oyster House	482 Blackburn Point Rd	ChIJc3YAA3NDw4gRCZktbUu7rb8
food	Der Dutchman	3713 Bahia Vista St	ChIJSxtyZcBAw4gRrgOGwbkWXIU
food	Detwiler's Farm Market	1800 US-301, Palmetto, FL	ChIJ1S54gcw9w4gRFyFsgYHVIk0
food	Detwilers Farm Market	6000 Palmer Blvd	ChIJtXqbvWtHw4gROfKsKwXeMJQ
food	Detwilers Farm Market	(no address in FSQ)	ChIJy5Lz3RAVw4gRYzH917BRjxo
food	Detwiler’s Farm Market	2881 Clark Rd	ChIJR6Dvk-BBw4gRuwoeUcPq3xE
food	Dockside Waterfront Grill	509 Tamiami Trl N	ChIJC92qwaVbw4gRKp-yWxz7WU8
food	Driftage	112 Circuit Rd	ChIJvYtWPXtbw4gR4vWll6xKQCM
food	Dry Dock Waterfront Grill	412 Gulf of Mexico Dr	ChIJ38CBz8Vqw4gRg0oFYUGBU_s
food	Ed’s Tavern	1305 108th St E	ChIJIyTzslk7w4gRuKTbaU5sMII
food	Fins At Sharky's	1600 Harbor Dr S	ChIJf5M5VmBZw4gRVHX-dcX1dBk
food	First Watch	17789 Tamiami Trail	ChIJt1Uyz0yr3IgRtexrWXMFlwQ
food	Five Nine Grill & Tavern	5718 Cortez Rd W	ChIJK5PuESkXw4gRdjtAdXN3oO4
food	Floridays Woodfire Grill & Bar	12332 Manatee Ave. West	ChIJzzBXa3ARw4gRk_tU9XEoo3w
food	Food+Beer	301 Tamiami Trl S	ChIJXcci0V5bw4gRR2WIcVnaHV0
food	Ford's Garage (Sarasota UTC)	295 Cattleman Road	ChIJI4ydAC05w4gRT8RszSw6tW0
food	GROVE Restaurant • Patio • Ballroom	10670 Boardwalk Loop	ChIJTRrY-N45w4gRK-gntDx49-o
food	Gecko's	4310 E State Road 64	ChIJH9Womvo8w4gR3b99nAsCHXY
food	Gecko's	351 N Cattlemen Rd	ChIJRcH7zGBHw4gRek5qQU0_8wg
food	Golden Corral	5525 Cortez Rd W	ChIJZWHJSZAWw4gRss54jsuqeZY
food	Gulf Drive Cafe	900 Gulf Dr N	ChIJJWCbj5kRw4gRYkZ7QJ-L91s
food	Hurricane Hanks	5346 Gulf Dr	ChIJdSTXeTYQw4gROh9O-H_R6jQ
food	Jet's Pizza	1159 Sumter Boulevard	ChIJhew1ebas3IgRFpDAAZ0CgNM
food	Joey D’s Chicago Style Eatery & Pizzaria	750 US Highway 41 Byp N	ChIJI_dglQNbw4gRV73g6tBEjMY
food	Ker's WingHouse Bar & Grill	2015 60th Ave E	ChIJqaxUi8w8w4gRroFJlc-sNW0
food	La Rocca Italian Restaurant	US 41	ChIJoXRKj3tUw4gRgPsWZ2vyhZk
food	Leone's Ristorante & Pizzeria	1266 Jacaranda Blvd	ChIJpxzwt6BQw4gRThxF82KXnrA
food	Linger Lodge Restaurant & Bar	7205 85th St. Ct. E	ChIJ7e4ZhRQ5w4gRW7u641t5TI8
food	LongHorn Steakhouse	2020 Gulf Gate Dr	ChIJA3JCTYBBw4gRwNaRTu9qvzM
food	LongHorn Steakhouse	4502 14th St W	ChIJfdPJqREWw4gR-hJl-PrkS3g
food	LongHorn Steakhouse	5440 Fruitville Rd	ChIJa6RVdVtHw4gRAT4NfKfzfnA
food	Marina Jack	2 Marina Plz	ChIJx-U-VRFAw4gRUUDwK8ht44s
food	Marina Jack	2 Marina Plz	ChIJx-U-VRFAw4gR7HuX82hYW8w
food	Max's Table	115 S Tamiami Trl	ChIJ_azYMG5Dw4gRi_ACS_yl7Tw
food	McDonald's	1013 Front Pl	ChIJ9SZW25OpxIgRq8o21aGz648
food	McDonald's	6103 US Highway 301 N	ChIJQzqavss8w4gR9jHi4V7J-TI
food	Mean Deans Local Kitchen	6059 26th St W	ChIJKSZuXtQVw4gRZRqrR4H9HyQ
food	Mi Pueblo El Restaurante Mexicano & Cantina	530 US Highway 41 Byp S	ChIJA4OSg7Rbw4gRM9CT-uJJIwg
food	Miller's Ale House	7175 SR 64 East	ChIJwWwvkhQ7w4gR9027YGlQngE
food	Myakka Outpost	13208 State Road 72	ChIJEUM6S7JOw4gRSeCj4mQQrQ0
food	Nokomos Sunset Hut	690 Tamiami Trl S	ChIJLzrMgQtbw4gRBTcGzUvOtDU
food	O'Leary's Tiki Bar & Grill	5 Bayfront Dr	ChIJOT_lQRRAw4gRs8lym-DXpdc
food	Oak & Stone Artisan Pizza	19795 Wellen Pk Blvd Suite C, Venice, FL 34293	ChIJewgdn-9Xw4gRzTItwoCvOj8
food	Olive Garden	4900 S Tamiami Trl	ChIJy7015LxBw4gRtFtwXgXkNzs
food	Olive Garden	4420 14th St W	ChIJ82ZQGhEWw4gRyW9_GZld-8I
food	Ophelia's on the Bay	9105 Midnight Pass Rd	ChIJs8HMPKxDw4gR8rXHdqdvpmE
food	Original Word of Mouth	1740 E Venice Ave	ChIJSZyKtGVaw4gRkKUbiPqvOVI
food	Outback Steakhouse	4220 S Tamiami Trl	ChIJ526BW-NZw4gRQPCbx4DjKg4
food	Outback Steakhouse	6390 N Lockwood Ridge Rd	ChIJU8B4Xhk_w4gRNVAF5GGoxnA
food	Outback Steakhouse	4510 E State Road 64	ChIJKWb8XfA8w4gRWcTTouVWJ8w
food	Owens Fish Camp	516 Burns Lane	ChIJ5ab4TmtAw4gROiDA30SjNWY
food	PIER 22 Restaurant • Patio • Catering	1200 1st Ave W	ChIJ14i7EM4Xw4gRhmjGq7zknhg
food	Paradise Grill	1097 Tamiami Trl N	ChIJnwu0JUJbw4gRIZf2iK-v3Hs
food	Pelican Alley restaurant	1009 Albee Rd W	ChIJYQvBNHtbw4gRSCK5PtTNoSo
food	Pie-licious Bake Shoppe	3597 Froude St	ChIJE7ynktys3IgRvIzEONDaRaI
food	Pineapple Tequila	1661 US Highway 41 Byp S	ChIJzfIRvHFbw4gRv4_q0g_NW1A
food	Plaza Mexico	405 US Highway 41 Byp N	ChIJA-Xqeqxbw4gRwhQv_J0vk-c
food	Publix	2875 University Pkwy	ChIJT2tT7QM_w4gRuD7XeYf3wJE
food	Publix	9520 Buffalo Rd	ChIJWyTNmKojw4gR_ewI6bzBwno
food	Publix	9005 US Highway 301 N	ChIJ0Vh5xwQlw4gRUkzovw05cVc
food	Publix	11635 Moccasin Wallow Rd	ChIJW2dc_U0lw4gRGJnEmdM3Nyo
food	Publix	6543 S Tamiami Trl	ChIJQYFBq4FBw4gRV-7sp5QAw5Y
food	Publix	3900 E Bay Dr	ChIJKdSqcLQRw4gRYVfk3NPAZLk
food	Publix	1755 Lakewood Ranch Blvd	ChIJu8Q3S1U6w4gRDMC8rGNpl_8
